season,round,game,home,team,points,points_against,opponent,avgPD,avgPD_opp,wins,wins_opp,points_diff,win,draw
14_15,15,89,0,saracens,10,14,sale,-0.555084746,3.2,9,8,-4,0,0
14_15,15,90,0,leicester,12,6,irish,-0.338709677,-6.923076923,8,4,6,1,0
14_15,15,85,1,newcastle,23,23,wasps,1.653465347,-1.923976608,4,8,0,0,1
14_15,15,86,1,bath,13,21,northampton,10.64285714,3.00877193,10,11,-8,0,0
14_15,15,87,1,harlequins,21,32,exeter,-1.5,8.642857143,7,8,-11,0,0
14_15,15,88,1,gloucester,48,10,welsh,-2.357142857,-6.109375,6,0,38,1,0
14_15,15,89,1,sale,14,10,saracens,3.2,-0.555084746,8,9,4,1,0
14_15,15,90,1,irish,6,12,leicester,-6.923076923,-0.338709677,4,8,-6,0,0
14_15,16,91,0,harlequins,13,17,northampton,-0.898876404,-0.608333333,7,12,-4,0,0
14_15,16,92,0,bath,6,16,exeter,9.4,8.8,10,9,-10,0,0
14_15,16,93,0,newcastle,17,22,saracens,-4.533333333,7.322580645,4,9,-5,0,0
14_15,16,94,0,sale,8,28,leicester,3.533333333,-1.666666667,9,9,-20,0,0
14_15,16,95,0,irish,50,12,welsh,-6.857142857,-1.921052632,4,0,38,1,0
14_15,16,96,0,gloucester,21,32,wasps,0.333333333,-1.324074074,7,8,-11,0,0
14_15,16,91,1,northampton,17,13,harlequins,-0.608333333,-0.898876404,12,7,4,1,0
14_15,16,92,1,exeter,16,6,bath,8.8,9.4,9,10,10,1,0
14_15,16,93,1,saracens,22,17,newcastle,7.322580645,-4.533333333,9,4,5,1,0
14_15,16,94,1,leicester,28,8,sale,-1.666666667,3.533333333,9,9,20,1,0
14_15,16,95,1,welsh,12,50,irish,-1.921052632,-6.857142857,0,4,-38,0,0
14_15,16,96,1,wasps,32,21,gloucester,-1.324074074,0.333333333,8,7,11,1,0
14_15,17,97,0,sale,3,12,bath,4.245614035,8.1875,9,10,-9,0,0
14_15,17,98,0,northampton,33,33,gloucester,1.29375,-0.375,13,7,0,0,1
14_15,17,99,0,irish,20,26,harlequins,-3.866666667,-2.25,5,7,-6,0,0
14_15,17,100,0,welsh,19,74,exeter,-1.52027027,6.875,0,10,-55,0,0
14_15,17,101,0,leicester,16,12,newcastle,0.1875,-4.5625,10,4,4,1,0
14_15,17,102,0,saracens,26,17,wasps,-1.345454545,-1.90625,10,9,9,1,0
14_15,17,97,1,bath,12,3,sale,8.1875,4.245614035,10,9,9,1,0
14_15,17,98,1,gloucester,33,33,northampton,-0.375,1.29375,7,13,0,0,1
14_15,17,99,1,harlequins,26,20,irish,-2.25,-3.866666667,7,5,6,1,0
14_15,17,100,1,exeter,74,19,welsh,6.875,-1.52027027,10,0,55,1,0
14_15,17,101,1,newcastle,12,16,leicester,-4.5625,0.1875,4,10,-4,0,0
14_15,17,102,1,wasps,17,26,saracens,-1.90625,-1.345454545,9,10,-9,0,0
14_15,18,103,0,wasps,30,52,northampton,2.35483871,-1.808080808,9,13,-22,0,0
14_15,18,104,0,harlequins,14,42,saracens,-1.764705882,9.411764706,8,11,-28,0,0
14_15,18,105,0,newcastle,21,22,irish,1.567567568,-4.590909091,4,5,-1,0,0
14_15,18,106,0,exeter,18,25,leicester,11.58823529,0.411764706,11,11,-7,0,0
14_15,18,107,0,bath,29,14,welsh,8.235294118,-1.82464455,11,0,15,1,0
14_15,18,108,0,gloucester,6,23,sale,-0.352941176,-0.62605042,7,9,-17,0,0
14_15,18,103,1,northampton,52,30,wasps,-1.808080808,2.35483871,13,9,22,1,0
14_15,18,104,1,saracens,42,14,harlequins,9.411764706,-1.764705882,11,8,28,1,0
14_15,18,105,1,irish,22,21,newcastle,-4.590909091,1.567567568,5,4,1,1,0
14_15,18,106,1,leicester,25,18,exeter,0.411764706,11.58823529,11,11,7,1,0
14_15,18,107,1,welsh,14,29,bath,-1.82464455,8.235294118,0,11,-15,0,0
14_15,18,108,1,sale,23,6,gloucester,-0.62605042,-0.352941176,9,7,17,1,0
14_15,19,109,0,bath,29,19,newcastle,8.611111111,1.425,12,4,10,1,0
14_15,19,110,0,leicester,6,22,saracens,0.827380952,-2.028901734,12,12,-16,0,0
14_15,19,111,0,gloucester,26,29,harlequins,-1.277777778,-3.222222222,7,8,-3,0,0
14_15,19,112,0,sale,23,25,irish,-1.816326531,-3.705882353,10,6,-2,0,0
14_15,19,113,0,wasps,40,13,welsh,-3.609195402,-0.818965517,9,0,27,1,0
14_15,19,114,0,northampton,10,21,exeter,10.5,10.55555556,14,11,-11,0,0
14_15,19,109,1,newcastle,19,29,bath,1.425,8.611111111,4,12,-10,0,0
14_15,19,110,1,saracens,22,6,leicester,-2.028901734,0.827380952,12,12,16,1,0
14_15,19,111,1,harlequins,29,26,gloucester,-3.222222222,-1.277777778,8,7,3,1,0
14_15,19,112,1,irish,25,23,sale,-3.705882353,-1.816326531,6,10,2,1,0
14_15,19,113,1,welsh,13,40,wasps,-0.818965517,-3.609195402,0,9,-27,0,0
14_15,19,114,1,exeter,21,10,northampton,10.55555556,10.5,11,14,11,1,0
14_15,20,115,0,irish,18,43,bath,-3.388888889,8.684210526,7,13,-25,0,0
14_15,20,116,0,saracens,20,25,northampton,-1.526717557,-1.298165138,13,14,-5,0,0
14_15,20,117,0,welsh,17,38,leicester,-29.2,-0.105263158,0,12,-21,0,0
14_15,20,118,0,newcastle,40,42,gloucester,-0.570247934,-1.368421053,4,7,-2,0,0
14_15,20,119,0,harlequins,25,23,sale,-2.018867925,-1.797385621,9,10,2,1,0
14_15,20,120,0,exeter,29,36,wasps,10.57894737,7.526315789,12,10,-7,0,0
14_15,20,115,1,bath,43,18,irish,8.684210526,-3.388888889,13,7,25,1,0
14_15,20,116,1,northampton,25,20,saracens,-1.298165138,-1.526717557,14,13,5,1,0
14_15,20,117,1,leicester,38,17,welsh,-0.105263158,-29.2,12,0,21,1,0
14_15,20,118,1,gloucester,42,40,newcastle,-1.368421053,-0.570247934,7,4,2,1,0
14_15,20,119,1,sale,23,25,harlequins,-1.797385621,-2.018867925,10,9,-2,0,0
14_15,20,120,1,wasps,36,29,exeter,7.526315789,10.57894737,10,12,7,1,0
14_15,21,121,0,bath,27,26,harlequins,9.5,-2.65,14,10,1,1,0
14_15,21,122,0,leicester,26,21,wasps,0.95,-1.788732394,13,11,5,1,0
14_15,21,123,0,welsh,0,46,northampton,-1.700787402,9.15,0,15,-46,0,0
14_15,21,124,0,irish,13,35,gloucester,1.634285714,-1.2,7,8,-22,0,0
14_15,21,125,0,newcastle,28,34,sale,1.869047619,-2.091428571,4,10,-6,0,0
14_15,21,126,0,exeter,24,20,saracens,9.7,4.055555556,12,13,4,1,0
14_15,21,121,1,harlequins,26,27,bath,-2.65,9.5,10,14,-1,0,0
14_15,21,122,1,wasps,21,26,leicester,-1.788732394,0.95,11,13,-5,0,0
14_15,21,123,1,northampton,46,0,welsh,9.15,-1.700787402,15,0,46,1,0
14_15,21,124,1,gloucester,35,13,irish,-1.2,1.634285714,8,7,22,1,0
14_15,21,125,1,sale,34,28,newcastle,-2.091428571,1.869047619,10,4,6,1,0
14_15,21,126,1,saracens,20,24,exeter,4.055555556,9.7,13,12,-4,0,0
