,Unnamed: 0,1011,1112,1213,1314,1415,bath,bath_home,bath_opp,bath_points,bath_win,exeter,exeter_home,exeter_opp,exeter_points,exeter_win,game,gloucester,gloucester_home,gloucester_opp,gloucester_points,gloucester_win,harlequins,harlequins_home,harlequins_opp,harlequins_points,harlequins_win,irish,irish_home,irish_opp,irish_points,irish_win,leicester,leicester_home,leicester_opp,leicester_points,leicester_win,negatives,newcastle,newcastle_home,newcastle_opp,newcastle_points,newcastle_win,northampton,northampton_home,northampton_opp,northampton_points,northampton_win,opponent,points,points_against,points_diff,round,sale,sale_home,sale_opp,sale_points,sale_win,saracens,saracens_home,saracens_opp,saracens_points,saracens_win,team,wasps,wasps_home,wasps_opp,wasps_points,wasps_win,welsh,welsh_home,welsh_opp,welsh_points,welsh_win,win,worcester,worcester_home,worcester_opp,worcester_points,worcester_win,yorkshire,yorkshire_home,yorkshire_opp,yorkshire_points,yorkshire_win
96,96,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,97,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,1,0,1,23.0,0,northampton,13.0,23.0,10.0,17,0,0,0,0.0,0,0,0,0,0.0,0,yorkshire,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0
97,97,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,98,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,yorkshire,15.0,12.0,-3.0,17,0,1,1,15.0,1,0,0,0,0.0,0,sale,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0
98,98,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,99,1,0,1,15.0,1,0,1,1,53.0,1,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,gloucester,53.0,15.0,-38.0,17,0,0,0,0.0,0,0,0,0,0.0,0,harlequins,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,99,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1,0,1,17.0,1,100,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,39.0,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,exeter,39.0,17.0,-22.0,17,0,0,0,0.0,0,0,0,0,0.0,0,irish,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100,1.0,0.0,0.0,0.0,0.0,0,1,1,6.0,0,0,0,0,0.0,0,101,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,37.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,leicester,6.0,37.0,31.0,17,0,0,0,0.0,0,0,0,0,0.0,0,bath,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,102,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,1,1,39.0,1,wasps,39.0,3.0,-36.0,17,0,0,0,0.0,0,0,0,0,0.0,0,northampton,1,0,1,3.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,103,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,1.0,0.0,1.0,9.0,1.0,0,0,0,0.0,0,newcastle,24.0,9.0,-15.0,18,0,0,0,0.0,0,0,1,1,24.0,1,saracens,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,104,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,1,1,53.0,1,sale,53.0,24.0,-29.0,18,1,0,1,24.0,1,0,0,0,0.0,0,northampton,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,105,0,1,1,34.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,1.0,0.0,1.0,9.0,1.0,0,0,0,0.0,0,newcastle,34.0,9.0,-25.0,18,0,0,0,0.0,0,0,0,0,0.0,0,gloucester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,105,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,106,0,0,0,0.0,0,0,1,1,13.0,0,0,0,0,0.0,0,1,0,1,17.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,leicester,13.0,17.0,4.0,18,0,0,0,0.0,0,0,0,0,0.0,0,harlequins,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106,1.0,0.0,0.0,0.0,0.0,1,0,1,9.0,1,0,0,0,0.0,0,107,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,bath,20.0,9.0,-11.0,18,0,0,0,0.0,0,0,1,1,20.0,1,saracens,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,108,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,25.0,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,wasps,25.0,12.0,-13.0,18,0,0,0,0.0,0,0,0,0,0.0,0,irish,1,0,1,12.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1,0,1,22.0,1,109,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,exeter,27.0,22.0,-5.0,19,0,0,0,0.0,0,0,0,0,0.0,0,yorkshire,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0
109,109,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,110,1,0,1,31.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,gloucester,36.0,31.0,-5.0,19,0,1,1,36.0,1,0,0,0,0.0,0,sale,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,110,1.0,0.0,0.0,0.0,0.0,0,1,1,26.0,1,1,0,1,18.0,1,111,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,exeter,26.0,18.0,-8.0,19,0,0,0,0.0,0,0,0,0,0.0,0,bath,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,111,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,112,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,1.0,1.0,29.0,0.0,0,0,0,0.0,0,yorkshire,29.0,30.0,1.0,19,0,0,0,0.0,0,0,0,0,0.0,0,newcastle,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,0.0
112,112,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,113,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,1.0,1.0,15.0,0.0,1,0,1,22.0,0,northampton,15.0,22.0,7.0,19,0,0,0,0.0,0,0,0,0,0.0,0,newcastle,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113,1.0,0.0,0.0,0.0,0.0,0,1,1,19.0,1,0,0,0,0.0,0,114,0,0,0,0.0,0,1,0,1,15.0,1,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,harlequins,19.0,15.0,-4.0,19,0,0,0,0.0,0,0,0,0,0.0,0,bath,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,114,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,12.0,0,115,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,saracens,12.0,33.0,21.0,20,0,0,0,0.0,0,1,0,1,33.0,0,exeter,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,116,1,0,1,41.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,41.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,gloucester,41.0,41.0,-0.0,20,0,0,0,0.0,0,0,0,0,0.0,0,leicester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,117,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,34.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,irish,20.0,34.0,14.0,20,0,1,1,20.0,0,0,0,0,0.0,0,sale,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,118,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,yorkshire,51.0,18.0,-33.0,20,0,0,0,0.0,0,0,0,0,0.0,0,wasps,0,1,1,51.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,1.0
118,118,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,119,0,1,1,27.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,1,0,1,15.0,1,northampton,27.0,15.0,-12.0,20,0,0,0,0.0,0,0,0,0,0.0,0,gloucester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1,0,1,30.0,0,120,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,exeter,24.0,30.0,6.0,20,0,1,1,24.0,0,0,0,0,0.0,0,sale,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,120,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,121,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,24.0,0,-1,0.0,1.0,1.0,13.0,0.0,0,0,0,0.0,0,leicester,13.0,24.0,11.0,21,0,0,0,0.0,0,0,0,0,0.0,0,newcastle,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,121,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,122,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,20.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,1,0,1,26.0,0,northampton,20.0,26.0,6.0,21,0,0,0,0.0,0,0,0,0,0.0,0,irish,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122,1.0,0.0,0.0,0.0,0.0,1,0,1,43.0,0,0,0,0,0.0,0,123,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,bath,10.0,43.0,33.0,21,0,0,0,0.0,0,0,0,0,0.0,0,wasps,0,1,1,10.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,123,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,124,1,0,1,12.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,gloucester,35.0,12.0,-23.0,21,0,0,0,0.0,0,0,1,1,35.0,1,saracens,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,124,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,125,0,0,0,0.0,0,1,0,1,38.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,harlequins,3.0,38.0,35.0,21,0,0,0,0.0,0,0,0,0,0.0,0,yorkshire,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
125,125,1.0,0.0,0.0,0.0,0.0,1,0,1,14.0,0,0,0,0,0.0,0,126,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,1.0,1.0,11.0,0.0,0,0,0,0.0,0,bath,11.0,14.0,3.0,21,0,0,0,0.0,0,0,0,0,0.0,0,newcastle,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,126,1.0,0.0,0.0,0.0,0.0,0,1,1,42.0,1,0,0,0,0.0,0,127,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,1.0,0.0,1.0,12.0,1.0,0,0,0,0.0,0,newcastle,42.0,12.0,-30.0,22,0,0,0,0.0,0,0,0,0,0.0,0,bath,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,21.0,1,128,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,wasps,21.0,8.0,-13.0,22,0,0,0,0.0,0,0,0,0,0.0,0,exeter,1,0,1,8.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,129,0,1,1,68.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,sale,68.0,17.0,-51.0,22,1,0,1,17.0,1,0,0,0,0.0,0,gloucester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,130,0,0,0,0.0,0,0,1,1,13.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,saracens,13.0,16.0,3.0,22,0,0,0,0.0,0,1,0,1,16.0,0,harlequins,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,130,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,131,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,23.0,1,0,1,1,32.0,1,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,irish,32.0,23.0,-9.0,22,0,0,0,0.0,0,0,0,0,0.0,0,leicester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,132,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,1,1,31.0,1,yorkshire,31.0,24.0,-7.0,22,0,0,0,0.0,0,0,0,0,0.0,0,northampton,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,1.0
132,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,1,0,1,29.0,0,0,1,1,24.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,harlequins,24.0,29.0,5.0,1,0,0,0,0.0,0,0,0,0,0.0,0,irish,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,1,0,1,30.0,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,28.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,exeter,28.0,30.0,2.0,1,0,0,0,0.0,0,0,0,0,0.0,0,leicester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,3,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,sale,17.0,12.0,-5.0,1,1,0,1,12.0,1,0,0,0,0.0,0,worcester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
135,3,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,4,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,wasps,15.0,20.0,5.0,1,0,0,0,0.0,0,0,1,1,15.0,0,saracens,1,0,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,4,0.0,1.0,0.0,0.0,0.0,1,0,1,22.0,0,0,0,0,0.0,0,5,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,1.0,1.0,9.0,0.0,0,0,0,0.0,0,bath,9.0,22.0,13.0,1,0,0,0,0.0,0,0,0,0,0.0,0,newcastle,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,5,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,6,1,0,1,24.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,1,1,26.0,1,gloucester,26.0,24.0,-2.0,1,0,0,0,0.0,0,0,0,0,0.0,0,northampton,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,6,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,7,0,0,0,0.0,0,0,1,1,26.0,1,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,1,0,1,13.0,1,northampton,26.0,13.0,-13.0,2,0,0,0,0.0,0,0,0,0,0.0,0,harlequins,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,7,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,8,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,29.0,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,irish,30.0,29.0,-1.0,2,0,1,1,30.0,1,0,0,0,0.0,0,sale,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,8,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,32.0,1,9,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,1.0,0.0,1.0,15.0,1.0,0,0,0,0.0,0,newcastle,32.0,15.0,-17.0,2,0,0,0,0.0,0,0,0,0,0.0,0,exeter,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,9,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,10,0,1,1,29.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,worcester,29.0,8.0,-21.0,2,0,0,0,0.0,0,0,0,0,0.0,0,gloucester,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
142,10,0.0,1.0,0.0,0.0,0.0,0,1,1,26.0,0,0,0,0,0.0,0,11,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,saracens,26.0,28.0,2.0,2,0,0,0,0.0,0,1,0,1,28.0,0,bath,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,11,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,12,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,29.0,1,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,leicester,35.0,29.0,-6.0,2,0,0,0,0.0,0,0,0,0,0.0,0,wasps,0,1,1,35.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,12,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,13,1,0,1,6.0,1,0,1,1,42.0,1,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,gloucester,42.0,6.0,-36.0,3,0,0,0,0.0,0,0,0,0,0.0,0,harlequins,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,13,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,14,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,14.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,1,1,13.0,0,irish,13.0,14.0,1.0,3,0,0,0,0.0,0,0,0,0,0.0,0,northampton,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,14,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,15,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,sale,18.0,29.0,11.0,3,1,0,1,29.0,0,0,0,0,0.0,0,wasps,0,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,15,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,16,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,27.0,0,-1,0.0,1.0,1.0,26.0,0.0,0,0,0,0.0,0,leicester,26.0,27.0,1.0,3,0,0,0,0.0,0,0,0,0,0.0,0,newcastle,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,16,0.0,1.0,0.0,0.0,0.0,0,1,1,23.0,1,1,0,1,19.0,1,17,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,exeter,23.0,19.0,-4.0,3,0,0,0,0.0,0,0,0,0,0.0,0,bath,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
