1011,1112,1213,1314,1415,bath,bath_home,bath_opp,exeter,exeter_home,exeter_opp,game,gloucester,gloucester_home,gloucester_opp,harlequins,harlequins_home,harlequins_opp,irish,irish_home,irish_opp,leicester,leicester_home,leicester_opp,newcastle,newcastle_home,newcastle_opp,northampton,northampton_home,northampton_opp,opponent,points,points_against,points_diff,round,sale,sale_home,sale_opp,saracens,saracens_home,saracens_opp,team,wasps,wasps_home,wasps_opp,welsh,welsh_home,welsh_opp,win,worcester,worcester_home,worcester_opp,yorkshire,yorkshire_home,yorkshire_opp
0,1,0,0,0,1,0,1,1,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,9,12,-3,16,0,0,0,0,0,0,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,95,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,29,23,6,16,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,northampton,23,30,-7,16,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,97,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,harlequins,9,9,0,17,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,36,17,19,17,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,1,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,37,12,25,17,1,0,1,0,0,0,exeter,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,18,13,5,17,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,101,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,gloucester,36,3,33,17,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,18,12,6,17,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,9,45,-36,18,1,1,0,1,0,1,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,19,9,10,18,0,0,0,0,0,0,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,14,6,8,18,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,27,28,-1,18,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,wasps,32,15,17,18,0,0,0,0,0,0,northampton,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,leicester,32,41,-9,18,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,worcester,43,13,30,19,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,sale,22,19,3,19,1,0,1,0,0,0,newcastle,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,111,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,18,11,7,19,0,0,0,0,0,0,exeter,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,19,24,-5,19,0,0,0,1,1,0,saracens,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,6,26,-20,19,0,0,0,0,0,0,bath,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,26,24,2,19,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,16,9,7,20,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,leicester,21,35,-14,20,0,0,0,0,0,0,northampton,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,117,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,20,29,-9,20,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,saracens,19,28,-9,20,0,0,0,1,0,1,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,26,31,-5,20,0,0,0,0,0,0,worcester,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,120,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,33,17,16,20,0,0,0,0,0,0,harlequins,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,saracens,3,9,-6,21,0,0,0,1,0,1,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,17,12,5,21,0,0,0,0,0,0,bath,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,19,24,-5,21,1,0,1,0,0,0,gloucester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,16,25,-9,21,0,0,0,0,0,0,worcester,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,125,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,33,43,-10,21,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,15,18,-3,21,0,0,0,0,0,0,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,127,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,bath,28,3,25,22,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,128,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,gloucester,52,18,34,22,0,0,0,0,0,0,irish,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,worcester,42,14,28,22,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,130,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,10,24,-14,22,1,1,0,0,0,0,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,40,22,18,22,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,10,14,-4,22,0,0,0,0,0,0,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,40,42,-2,1,0,0,0,0,0,0,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,43,6,37,1,1,0,1,0,0,0,exeter,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,19,24,-5,1,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,23,24,-1,1,0,0,0,0,0,0,worcester,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,40,3,37,1,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,13,38,-25,1,0,0,0,0,0,0,welsh,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,welsh,40,3,37,2,0,0,0,0,0,0,harlequins,0,0,0,1,0,1,1,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,30,23,7,2,0,0,0,0,0,0,bath,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,worcester,34,26,8,2,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,gloucester,31,40,-9,2,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,16,23,-7,2,1,1,0,1,0,1,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,exeter,24,21,3,2,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,14,18,-4,3,0,0,0,0,0,0,bath,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,16,16,0,3,0,0,0,0,0,0,worcester,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,37,14,23,3,1,0,1,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,43,14,29,3,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,9,9,0,3,0,0,0,1,1,0,saracens,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,25,24,1,3,0,0,0,0,0,0,welsh,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,welsh,19,29,-10,4,1,1,0,0,0,0,sale,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,bath,29,22,7,4,0,0,0,0,0,0,irish,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,worcester,37,31,6,4,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,29,22,7,4,0,0,0,0,0,0,gloucester,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,harlequins,9,22,-13,4,0,0,0,0,0,0,leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,14,12,2,4,0,0,0,1,0,1,exeter,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,wasps,24,6,18,5,0,0,0,0,0,0,northampton,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,35,11,24,5,0,0,0,0,0,0,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,31,10,21,5,1,0,1,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,exeter,30,8,22,5,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,16,18,-2,5,0,0,0,1,0,1,harlequins,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,25,31,-6,5,0,0,0,0,0,0,welsh,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,8,20,-12,6,1,1,0,0,0,0,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,16,10,6,6,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,42,28,14,6,0,0,0,0,0,0,exeter,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,northampton,39,17,22,6,0,0,0,0,0,0,irish,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,23,28,-5,6,0,0,0,1,0,1,welsh,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,10,6,4,6,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,23,16,7,7,1,0,1,0,0,0,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,1,1,0,1,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,23,15,8,7,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,saracens,6,16,-10,7,0,0,0,1,0,1,northampton,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,40,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,27,21,6,7,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,harlequins,28,31,-3,7,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,welsh,29,19,10,7,0,0,0,0,0,0,wasps,1,1,0,1,0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,21,9,12,8,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,northampton,16,12,4,8,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,33,9,24,8,0,0,0,0,0,0,exeter,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,46,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,28,25,3,8,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,29,24,5,8,0,0,0,1,1,0,saracens,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,16,9,7,8,0,0,0,0,0,0,welsh,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,21,18,3,9,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,12,3,9,9,0,0,0,1,0,1,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,29,3,26,9,1,0,1,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,welsh,23,16,7,9,0,0,0,0,0,0,northampton,0,0,0,1,0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,14,12,2,9,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,exeter,23,27,-4,9,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,22,19,3,10,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,16,27,-11,10,1,1,0,0,0,0,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,bath,17,12,5,10,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,15,9,6,10,0,0,0,0,0,0,welsh,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,30,23,7,10,0,0,0,0,0,0,exeter,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,28,23,5,10,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,welsh,13,6,7,11,0,0,0,0,0,0,worcester,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,0,22,-22,11,0,0,0,1,0,1,bath,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,18,16,2,11,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,leicester,9,31,-22,11,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,harlequins,9,18,-9,11,0,0,0,0,0,0,northampton,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,25,18,7,11,1,0,1,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,33,27,6,12,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,68,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,26,15,11,12,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,0,1,1,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,12,12,0,12,0,0,0,0,0,0,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,15,34,-19,12,0,0,0,0,0,0,welsh,1,0,1,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,71,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,gloucester,17,12,5,12,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,17,16,1,12,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,14,19,-5,13,0,0,0,0,0,0,worcester,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,19,30,-11,13,0,0,0,0,0,0,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,75,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,12,18,-6,13,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,26,31,-5,13,0,0,0,0,0,0,welsh,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,32,12,20,13,1,0,1,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,29,15,14,13,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,21,16,5,14,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,gloucester,11,27,-16,14,0,0,0,0,0,0,northampton,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,32,9,23,14,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,1,0,1,0,0,0
